Parameter,Value,Num llamas,Num Predators,Run,Num Sheep Alive
Separation,3,2,3,4,99
Separation,3,2,3,5,91
Separation,3,3,3,1,95
Separation,3,3,3,2,95
Separation,3,3,3,3,93
Separation,3,3,3,4,99
Separation,3,3,3,5,92
Separation,3,4,3,1,96
Separation,3,4,3,2,97
Separation,3,4,3,3,99
Separation,3,4,3,4,100
Separation,3,4,3,5,96
Separation,3,5,3,1,94
Separation,3,5,3,2,96
Separation,3,5,3,3,99
Separation,3,5,3,4,98
Separation,3,5,3,5,99
Separation,3,1,4,1,90
Separation,3,1,4,2,89
Separation,3,1,4,3,91
Separation,3,1,4,4,91
Separation,3,1,4,5,91
Separation,3,2,4,1,95
Separation,3,2,4,2,95
Separation,3,2,4,3,91
Separation,3,2,4,4,90
Separation,3,2,4,5,93
Separation,3,3,4,1,95
Separation,3,3,4,2,96
Separation,3,3,4,3,94
Separation,3,3,4,4,86
Separation,3,3,4,5,94
Separation,3,4,4,1,96
Separation,3,4,4,2,91
Separation,3,4,4,3,96
Separation,3,4,4,4,94
Separation,3,4,4,5,97
Separation,3,5,4,1,90
Separation,3,5,4,2,94
Separation,3,5,4,3,95
Separation,3,5,4,4,89
Separation,3,5,4,5,98
Separation,3,1,5,1,81
Separation,3,1,5,2,86
Separation,3,1,5,3,89
Separation,3,1,5,4,84
Separation,3,1,5,5,84
Separation,3,2,5,1,88
Separation,3,2,5,2,90
Separation,3,2,5,3,93
Separation,3,2,5,4,95
Separation,3,2,5,5,91
Separation,3,3,5,1,86
Separation,3,3,5,2,88
Separation,3,3,5,3,88
Separation,3,3,5,4,89
Separation,3,3,5,5,97
Separation,3,4,5,1,96
Separation,3,4,5,2,88
Separation,3,4,5,3,87
Separation,3,4,5,4,94
Separation,3,4,5,5,96
Separation,3,5,5,1,92
Separation,3,5,5,2,92
Separation,3,5,5,3,91
Separation,3,5,5,4,93
Separation,3,5,5,5,93
Defend,0,1,1,1,95
Defend,0,1,1,2,95
Defend,0,1,1,3,96
Defend,0,1,1,4,96
Defend,0,1,1,5,96
Defend,0,2,1,1,96
Defend,0,2,1,2,96
Defend,0,2,1,3,95
Defend,0,2,1,4,97
Defend,0,2,1,5,98
Defend,0,3,1,1,98
Defend,0,3,1,2,95
Defend,0,3,1,3,100
Defend,0,3,1,4,96
Defend,0,3,1,5,98
Defend,0,4,1,1,94
Defend,0,4,1,2,96
Defend,0,4,1,3,97
Defend,0,4,1,4,99
Defend,0,4,1,5,97
Defend,0,5,1,1,98
Defend,0,5,1,2,98
Defend,0,5,1,3,95
Defend,0,5,1,4,98
Defend,0,5,1,5,95
Defend,0,1,2,1,94
Defend,0,1,2,2,92
Defend,0,1,2,3,94
Defend,0,1,2,4,96
Defend,0,1,2,5,95
Defend,0,2,2,1,93
Defend,0,2,2,2,93
Defend,0,2,2,3,96
Defend,0,2,2,4,97
Defend,0,2,2,5,94
Defend,0,3,2,1,96
Defend,0,3,2,2,94
Defend,0,3,2,3,95
Defend,0,3,2,4,92
Defend,0,3,2,5,89
Defend,0,4,2,1,94
Defend,0,4,2,2,95
Defend,0,4,2,3,92
Defend,0,4,2,4,94
Defend,0,4,2,5,95
Defend,0,5,2,1,99
Defend,0,5,2,2,96
Defend,0,5,2,3,96
Defend,0,5,2,4,97
Defend,0,5,2,5,92
Defend,0,1,3,1,83
Defend,0,1,3,2,85
Defend,0,1,3,3,90
Defend,0,1,3,4,88
Defend,0,1,3,5,94
Defend,0,2,3,1,90
Defend,0,2,3,2,90
Defend,0,2,3,3,91
Defend,0,2,3,4,86
Defend,0,2,3,5,91
Defend,0,3,3,1,86
Defend,0,3,3,2,88
Defend,0,3,3,3,95
Defend,0,3,3,4,93
Defend,0,3,3,5,90
Defend,0,4,3,1,88
Defend,0,4,3,2,94
Defend,0,4,3,3,97
Defend,0,4,3,4,92
Defend,0,4,3,5,89
Defend,0,5,3,1,91
Defend,0,5,3,2,89
Defend,0,5,3,3,89
Defend,0,5,3,4,90
Defend,0,5,3,5,90
Defend,0,1,4,1,90
Defend,0,1,4,2,90
Defend,0,1,4,3,94
Defend,0,1,4,4,86
Defend,0,1,4,5,84
Defend,0,2,4,1,81
Defend,0,2,4,2,96
Defend,0,2,4,3,86
Defend,0,2,4,4,87
Defend,0,2,4,5,82
Defend,0,3,4,1,87
Defend,0,3,4,2,88
Defend,0,3,4,3,90
Defend,0,3,4,4,89
Defend,0,3,4,5,83
Defend,0,4,4,1,87
Defend,0,4,4,2,93
Defend,0,4,4,3,85
Defend,0,4,4,4,78
Defend,0,4,4,5,85
Defend,0,5,4,1,84
Defend,0,5,4,2,86
Defend,0,5,4,3,88
Defend,0,5,4,4,87
Defend,0,5,4,5,92
Defend,0,1,5,1,85
Defend,0,1,5,2,73
Defend,0,1,5,3,78
Defend,0,1,5,4,79
Defend,0,1,5,5,88
Defend,0,2,5,1,78
Defend,0,2,5,2,84
Defend,0,2,5,3,89
Defend,0,2,5,4,84
Defend,0,2,5,5,81
Defend,0,3,5,1,88
Defend,0,3,5,2,86
Defend,0,3,5,3,87
Defend,0,3,5,4,86
Defend,0,3,5,5,84
Defend,0,4,5,1,85
Defend,0,4,5,2,81
Defend,0,4,5,3,82
Defend,0,4,5,4,86
Defend,0,4,5,5,82
Defend,0,5,5,1,90
Defend,0,5,5,2,87
Defend,0,5,5,3,82
Defend,0,5,5,4,92
Defend,0,5,5,5,82
Defend,1,1,1,1,94
Defend,1,1,1,2,98
Defend,1,1,1,3,97
Defend,1,1,1,4,99
Defend,1,1,1,5,97
Defend,1,2,1,1,98
Defend,1,2,1,2,97
Defend,1,2,1,3,96
Defend,1,2,1,4,97
Defend,1,2,1,5,98
Defend,1,3,1,1,97
Defend,1,3,1,2,97
Defend,1,3,1,3,100
Defend,1,3,1,4,100
Defend,1,3,1,5,100
Defend,1,4,1,1,98
Defend,1,4,1,2,100
Defend,1,4,1,3,98
Defend,1,4,1,4,100
Defend,1,4,1,5,100
Defend,1,5,1,1,100
Defend,1,5,1,2,99
Defend,1,5,1,3,98
Defend,1,5,1,4,100
Defend,1,5,1,5,100
Defend,1,1,2,1,96
Defend,1,1,2,2,92
Defend,1,1,2,3,98
Defend,1,1,2,4,93
Defend,1,1,2,5,97
Defend,1,2,2,1,95
Defend,1,2,2,2,96
Defend,1,2,2,3,97
Defend,1,2,2,4,95
Defend,1,2,2,5,94
Defend,1,3,2,1,99
Defend,1,3,2,2,94
Defend,1,3,2,3,95
Defend,1,3,2,4,91
Defend,1,3,2,5,99
Defend,1,4,2,1,96
Defend,1,4,2,2,100
Defend,1,4,2,3,98
Defend,1,4,2,4,98
Defend,1,4,2,5,98
Defend,1,5,2,1,98
Defend,1,5,2,2,98
Defend,1,5,2,3,95
Defend,1,5,2,4,97
Defend,1,5,2,5,94
Defend,1,1,3,1,92
Defend,1,1,3,2,91
Defend,1,1,3,3,93
Defend,1,1,3,4,89
Defend,1,1,3,5,94
Defend,1,2,3,1,94
Defend,1,2,3,2,92
Defend,1,2,3,3,94
Defend,1,2,3,4,91
Defend,1,2,3,5,92
Defend,1,3,3,1,95
Defend,1,3,3,2,98
Defend,1,3,3,3,90
Defend,1,3,3,4,97
Defend,1,3,3,5,95
Defend,1,4,3,1,92
Defend,1,4,3,2,94
Defend,1,4,3,3,94
Defend,1,4,3,4,95
Defend,1,4,3,5,94
Defend,1,5,3,1,94
Defend,1,5,3,2,96
Defend,1,5,3,3,96
Defend,1,5,3,4,97
Defend,1,5,3,5,98
Defend,1,1,4,1,91
Defend,1,1,4,2,83
Defend,1,1,4,3,89
Defend,1,1,4,4,92
Defend,1,1,4,5,87
Defend,1,2,4,1,91
Defend,1,2,4,2,88
Defend,1,2,4,3,91
Defend,1,2,4,4,84
Defend,1,2,4,5,94
Defend,1,3,4,1,88
Defend,1,3,4,2,88
Defend,1,3,4,3,94
Defend,1,3,4,4,89
Defend,1,3,4,5,87
Defend,1,4,4,1,92
Defend,1,4,4,2,97
Defend,1,4,4,3,91
Defend,1,4,4,4,90
Defend,1,4,4,5,91
Defend,1,5,4,1,95
Defend,1,5,4,2,95
Defend,1,5,4,3,93
Defend,1,5,4,4,94
Defend,1,5,4,5,93
Defend,1,1,5,1,87
Defend,1,1,5,2,77
Defend,1,1,5,3,84
Defend,1,1,5,4,81
Defend,1,1,5,5,90
Defend,1,2,5,1,83
Defend,1,2,5,2,81
Defend,1,2,5,3,90
Defend,1,2,5,4,88
Defend,1,2,5,5,92
Defend,1,3,5,1,87
Defend,1,3,5,2,90
Defend,1,3,5,3,91
Defend,1,3,5,4,84
Defend,1,3,5,5,87
Defend,1,4,5,1,88
Defend,1,4,5,2,84
Defend,1,4,5,3,90
Defend,1,4,5,4,88
Defend,1,4,5,5,89
Defend,1,5,5,1,93
Defend,1,5,5,2,92
Defend,1,5,5,3,92
Defend,1,5,5,4,92
Defend,1,5,5,5,95
Defend,2,1,1,1,99
Defend,2,1,1,2,98
Defend,2,1,1,3,99
Defend,2,1,1,4,97
Defend,2,1,1,5,97
Defend,2,2,1,1,98
Defend,2,2,1,2,97
Defend,2,2,1,3,99
Defend,2,2,1,4,97
Defend,2,2,1,5,98
Defend,2,3,1,1,99
Defend,2,3,1,2,99
Defend,2,3,1,3,99
Defend,2,3,1,4,100
Defend,2,3,1,5,99
Defend,2,4,1,1,99
Defend,2,4,1,2,100
Defend,2,4,1,3,99
Defend,2,4,1,4,100
Defend,2,4,1,5,100
Defend,2,5,1,1,100
Defend,2,5,1,2,100
Defend,2,5,1,3,98
Defend,2,5,1,4,100
Defend,2,5,1,5,100
Defend,2,1,2,1,95
Defend,2,1,2,2,100
Defend,2,1,2,3,92
Defend,2,1,2,4,95
Defend,2,1,2,5,93
Defend,2,2,2,1,94
Defend,2,2,2,2,97
Defend,2,2,2,3,96
Defend,2,2,2,4,99
Defend,2,2,2,5,97
Defend,2,3,2,1,99
Defend,2,3,2,2,99
Defend,2,3,2,3,99
Defend,2,3,2,4,97
Defend,2,3,2,5,96
Defend,2,4,2,1,98
Defend,2,4,2,2,98
Defend,2,4,2,3,98
Defend,2,4,2,4,98
Defend,2,4,2,5,100
Defend,2,5,2,1,100
Defend,2,5,2,2,98
Defend,2,5,2,3,100
Defend,2,5,2,4,98
Defend,2,5,2,5,98
Defend,2,1,3,1,95
Defend,2,1,3,2,90
Defend,2,1,3,3,91
Defend,2,1,3,4,96
Defend,2,1,3,5,93
Defend,2,2,3,1,95
Defend,2,2,3,2,90
Defend,2,2,3,3,92
Defend,2,2,3,4,94
Defend,2,2,3,5,97
Defend,2,3,3,1,95
Defend,2,3,3,2,91
Defend,2,3,3,3,98
Defend,2,3,3,4,96
Defend,2,3,3,5,93
Defend,2,4,3,1,93
Defend,2,4,3,2,96
Defend,2,4,3,3,98
Defend,2,4,3,4,96
Defend,2,4,3,5,98
Defend,2,5,3,1,98
Defend,2,5,3,2,99
Defend,2,5,3,3,97
Defend,2,5,3,4,94
Defend,2,5,3,5,97
Defend,2,1,4,1,91
Defend,2,1,4,2,91
Defend,2,1,4,3,84
Defend,2,1,4,4,93
Defend,2,1,4,5,86
Defend,2,2,4,1,93
Defend,2,2,4,2,89
Defend,2,2,4,3,93
Defend,2,2,4,4,92
Defend,2,2,4,5,84
Defend,2,3,4,1,89
Defend,2,3,4,2,89
Defend,2,3,4,3,93
Defend,2,3,4,4,91
Defend,2,3,4,5,93
Defend,2,4,4,1,94
Defend,2,4,4,2,93
Defend,2,4,4,3,94
Defend,2,4,4,5,94
Defend,2,4,4,1,92
Defend,2,5,4,2,93
Defend,2,5,4,3,99
Defend,2,5,4,4,93
Defend,2,5,4,5,97
Defend,2,1,5,1,88
Defend,2,1,5,2,86
Defend,2,1,5,3,83
Defend,2,1,5,4,84
Defend,2,1,5,5,83
Defend,2,2,5,1,91
Defend,2,2,5,2,86
Defend,2,2,5,3,91
Defend,2,2,5,4,95
Defend,2,2,5,5,87
Defend,2,3,5,1,94
Defend,2,3,5,2,88
Defend,2,3,5,3,91
Defend,2,3,5,4,90
Defend,2,3,5,5,97
Defend,2,4,5,1,91
Defend,2,4,5,2,91
Defend,2,4,5,3,91
Defend,2,4,5,4,90
Defend,2,4,5,5,96
Defend,2,5,5,1,95
Defend,2,5,5,2,94
Defend,2,5,5,3,94
Defend,2,5,5,4,90
Defend,2,5,5,5,95
Defend,3,1,1,1,98
Defend,3,1,1,2,99
Defend,3,1,1,3,97
Defend,3,1,1,4,100
Defend,3,1,1,5,100
Defend,3,2,1,1,98
Defend,3,2,1,2,100
Defend,3,2,1,3,100
Defend,3,2,1,4,100
Defend,3,2,1,5,99
Defend,3,3,1,1,98
Defend,3,3,1,2,100
Defend,3,3,1,3,98
Defend,3,3,1,4,100
Defend,3,3,1,5,100
Defend,3,4,1,1,100
Defend,3,4,1,2,98
Defend,3,4,1,3,100
Defend,3,4,1,4,99
Defend,3,4,1,5,99
Defend,3,5,1,1,100
Defend,3,5,1,2,100
Defend,3,5,1,3,100
Defend,3,5,1,4,100
Defend,3,5,1,5,100
Defend,3,1,2,1,96
Defend,3,1,2,2,96
Defend,3,1,2,3,99
Defend,3,1,2,4,94
Defend,3,1,2,5,100
Defend,3,2,2,1,96
Defend,3,2,2,2,98
Defend,3,2,2,3,92
Defend,3,2,2,4,97
Defend,3,2,2,5,95
Defend,3,3,2,1,98
Defend,3,3,2,2,97
Defend,3,3,2,3,100
Defend,3,3,2,4,98
Defend,3,3,2,5,99
Defend,3,4,2,1,99
Defend,3,4,2,2,99
Defend,3,4,2,3,97
Defend,3,4,2,4,100
Defend,3,4,2,5,96
Defend,3,5,2,1,100
Defend,3,5,2,2,98
Defend,3,5,2,3,99
Defend,3,5,2,4,98
Defend,3,5,2,5,98
Defend,3,1,3,1,93
Defend,3,1,3,2,94
Defend,3,1,3,3,90
Defend,3,1,3,4,95
Defend,3,1,3,5,89
Defend,3,2,3,1,94
Defend,3,2,3,2,95
Defend,3,2,3,3,90
Defend,3,2,3,4,94
Defend,3,2,3,5,94
Defend,3,3,3,1,96
Defend,3,3,3,2,95
Defend,3,3,3,3,92
Defend,3,3,3,4,97
Defend,3,3,3,5,95
Defend,3,4,3,1,98
Defend,3,4,3,2,94
Defend,3,4,3,3,97
Defend,3,4,3,4,93
Defend,3,4,3,5,99
Defend,3,5,3,1,98
Defend,3,5,3,2,99
Defend,3,5,3,3,97
Defend,3,5,3,4,99
Defend,3,5,3,5,100
Defend,3,1,4,1,90
Defend,3,1,4,2,89
Defend,3,1,4,3,87
Defend,3,1,4,4,85
Defend,3,1,4,5,90
Defend,3,2,4,1,89
Defend,3,2,4,2,89
Defend,3,2,4,3,94
Defend,3,2,4,4,86
Defend,3,2,4,5,94
Defend,3,3,4,1,98
Defend,3,3,4,2,92
Defend,3,3,4,3,96
Defend,3,3,4,4,95
Defend,3,3,4,5,98
Defend,3,4,4,1,91
Defend,3,4,4,2,89
Defend,3,4,4,3,98
Defend,3,4,4,4,94
Defend,3,4,4,5,89
Defend,3,5,4,1,94
Defend,3,5,4,2,94
Defend,3,5,4,3,92
Defend,3,5,4,4,97
Defend,3,5,4,5,91
Defend,3,1,5,1,75
Defend,3,1,5,2,86
Defend,3,1,5,3,87
Defend,3,1,5,4,85
Defend,3,1,5,5,85
Defend,3,2,5,1,84
Defend,3,2,5,2,93
Defend,3,2,5,3,92
Defend,3,2,5,4,90
Defend,3,2,5,5,92
Defend,3,3,5,1,93
Defend,3,3,5,2,89
Defend,3,3,5,3,97
Defend,3,3,5,4,87
Defend,3,3,5,5,94
Defend,3,4,5,1,97
Defend,3,4,5,2,86
Defend,3,4,5,3,95
Defend,3,4,5,4,89
Defend,3,4,5,5,91
Defend,3,5,5,1,90
Defend,3,5,5,2,85
Defend,3,5,5,3,90
Defend,3,5,5,4,88
Defend,3,5,5,5,91
Defend,4,1,1,1,98
Defend,4,1,1,2,96
Defend,4,1,1,3,99
Defend,4,1,1,4,97
Defend,4,1,1,5,98
Defend,4,2,1,1,100
Defend,4,2,1,2,100
Defend,4,2,1,3,100
Defend,4,2,1,4,99
Defend,4,2,1,5,99
Defend,4,3,1,1,99
Defend,4,3,1,2,100
Defend,4,3,1,3,95
Defend,4,3,1,4,99
Defend,4,3,1,5,100
Defend,4,4,1,1,100
Defend,4,4,1,2,99
Defend,4,4,1,3,100
Defend,4,4,1,4,100
Defend,4,4,1,5,100
Defend,4,5,1,1,100
Defend,4,5,1,2,100
Defend,4,5,1,3,98
Defend,4,5,1,4,99
Defend,4,5,1,5,100
Defend,4,1,2,1,97
Defend,4,1,2,2,96
Defend,4,1,2,3,97
Defend,4,1,2,4,96
Defend,4,1,2,5,97
Defend,4,2,2,1,94
Defend,4,2,2,2,98
Defend,4,2,2,3,98
Defend,4,2,2,4,97
Defend,4,2,2,5,96
Defend,4,3,2,1,98
Defend,4,3,2,2,100
Defend,4,3,2,3,99
Defend,4,3,2,4,99
Defend,4,3,2,5,100
Defend,4,4,2,1,98
Defend,4,4,2,2,99
Defend,4,4,2,3,98
Defend,4,4,2,4,98
Defend,4,4,2,5,99
Defend,4,5,2,1,95
Defend,4,5,2,2,100
Defend,4,5,2,3,100
Defend,4,5,2,4,100
Defend,4,5,2,5,100
Defend,4,1,3,1,90
Defend,4,1,3,2,95
Defend,4,1,3,3,95
Defend,4,1,3,4,97
Defend,4,1,3,5,98
Defend,4,2,3,1,90
Defend,4,2,3,2,93
Defend,4,2,3,3,99
Defend,4,2,3,4,89
Defend,4,2,3,5,94
Defend,4,3,3,1,95
Defend,4,3,3,2,95
Defend,4,3,3,3,94
Defend,4,3,3,4,99
Defend,4,3,3,5,93
Defend,4,4,3,1,97
Defend,4,4,3,2,93
Defend,4,4,3,3,97
Defend,4,4,3,4,91
Defend,4,4,3,5,98
Defend,4,5,3,1,97
Defend,4,5,3,2,100
Defend,4,5,3,3,100
Defend,4,5,3,4,98
Defend,4,5,3,5,94
Defend,4,1,4,1,86
Defend,4,1,4,2,85
Defend,4,1,4,3,96
Defend,4,1,4,4,85
Defend,4,1,4,5,87
Defend,4,2,4,1,93
Defend,4,2,4,2,88
Defend,4,2,4,3,91
Defend,4,2,4,4,95
Defend,4,2,4,5,92
Defend,4,3,4,1,96
Defend,4,3,4,2,90
Defend,4,3,4,3,88
Defend,4,3,4,4,96
Defend,4,3,4,5,95
Defend,4,4,4,1,93
Defend,4,4,4,2,95
Defend,4,4,4,3,96
Defend,4,4,4,4,96
Defend,4,4,4,5,99
Defend,4,5,4,1,91
Defend,4,5,4,2,92
Defend,4,5,4,3,91
Defend,4,5,4,4,100
Defend,4,5,4,5,95
Defend,4,1,5,1,87
Defend,4,1,5,2,92
Defend,4,1,5,3,87
Defend,4,1,5,4,89
Defend,4,1,5,5,88
Defend,4,2,5,1,91
Defend,4,2,5,2,84
Defend,4,2,5,3,91
Defend,4,2,5,4,91
Defend,4,2,5,5,87
Defend,4,3,5,1,86
Defend,4,3,5,2,84
Defend,4,3,5,3,91
Defend,4,3,5,4,88
Defend,4,3,5,5,93
Defend,4,4,5,2,84
Defend,4,4,5,3,90
Defend,4,4,5,4,95
Defend,4,4,5,5,93
Defend,4,4,5,1,91
Defend,4,5,5,2,93
Defend,4,5,5,3,95
Defend,4,5,5,4,92
Defend,4,5,5,5,94
Defend,5,1,1,1,100
Defend,5,1,1,2,100
Defend,5,1,1,3,99
Defend,5,1,1,4,100
Defend,5,1,1,5,98
Defend,5,2,1,1,100
Defend,5,2,1,2,100
Defend,5,2,1,3,100
Defend,5,2,1,4,100
Defend,5,2,1,5,98
Defend,5,3,1,1,100
Defend,5,3,1,2,100
Defend,5,3,1,3,98
Defend,5,3,1,4,100
Defend,5,3,1,5,100
Defend,5,4,1,1,100
Defend,5,4,1,2,100
Defend,5,4,1,3,100
Defend,5,4,1,4,100
Defend,5,4,1,5,100
Defend,5,5,1,1,100
Defend,5,5,1,2,100
Defend,5,5,1,3,99
Defend,5,5,1,4,100
Defend,5,5,1,5,100
Defend,5,1,2,1,97
Defend,5,1,2,2,94
Defend,5,1,2,3,100
Defend,5,1,2,4,95
Defend,5,1,2,5,97
Defend,5,2,2,1,96
Defend,5,2,2,2,98
Defend,5,2,2,3,98
Defend,5,2,2,4,94
Defend,5,2,2,5,97
Defend,5,3,2,1,99
Defend,5,3,2,2,97
Defend,5,3,2,3,94
Defend,5,3,2,4,98
Defend,5,3,2,5,100
Defend,5,4,2,1,100
Defend,5,4,2,2,100
Defend,5,4,2,3,99
Defend,5,4,2,4,96
Defend,5,4,2,5,96
Defend,5,5,2,1,100
Defend,5,5,2,2,100
Defend,5,5,2,3,96
Defend,5,5,2,4,100
Defend,5,5,2,5,99
Defend,5,1,3,1,92
Defend,5,1,3,2,86
Defend,5,1,3,3,97
Defend,5,1,3,4,91
Defend,5,1,3,5,93
Defend,5,2,3,1,98
Defend,5,2,3,2,91
Defend,5,2,3,3,95
Defend,5,2,3,4,97
Defend,5,2,3,5,97
Defend,5,3,3,1,95
Defend,5,3,3,2,99
Defend,5,3,3,3,96
Defend,5,3,3,4,97
Defend,5,3,3,5,97
Defend,5,4,3,1,98
Defend,5,4,3,2,100
Defend,5,4,3,3,98
Defend,5,4,3,4,95
Defend,5,4,3,5,95
Defend,5,5,3,1,97
Defend,5,5,3,2,97
Defend,5,5,3,3,93
Defend,5,5,3,4,96
Defend,5,5,3,5,97
Defend,5,1,4,1,86
Defend,5,1,4,2,93
Defend,5,1,4,3,90
Defend,5,1,4,4,95
Defend,5,1,4,5,87
Defend,5,2,4,1,90
Defend,5,2,4,2,90
Defend,5,2,4,3,91
Defend,5,2,4,4,94
Defend,5,2,4,5,92
Defend,5,3,4,1,99
Defend,5,3,4,2,94
Defend,5,3,4,3,96
Defend,5,3,4,4,94
Defend,5,3,4,5,92
Defend,5,4,4,1,97
Defend,5,4,4,2,100
Defend,5,4,4,3,97
Defend,5,4,4,4,95
Defend,5,4,4,5,92
Defend,5,5,4,1,98
Defend,5,5,4,2,90
Defend,5,5,4,3,97
Defend,5,5,4,4,92
Defend,5,5,4,5,94
Defend,5,1,5,1,83
Defend,5,1,5,2,86
Defend,5,1,5,3,92
Defend,5,1,5,4,88
Defend,5,1,5,5,86
Defend,5,2,5,1,89
Defend,5,2,5,2,93
Defend,5,2,5,3,84
Defend,5,2,5,4,90
Defend,5,2,5,5,87
Defend,5,3,5,1,91
Defend,5,3,5,2,94
Defend,5,3,5,3,91
Defend,5,3,5,4,94
Defend,5,3,5,5,92
Defend,5,4,5,1,92
Defend,5,4,5,2,85
Defend,5,4,5,3,90
Defend,5,4,5,4,94
Defend,5,4,5,5,93
Defend,5,5,5,1,94
Defend,5,5,5,2,88
Defend,5,5,5,3,92
Defend,5,5,5,4,96
Defend,5,5,5,5,88
Defend,6,1,1,1,100
Defend,6,1,1,2,100
Defend,6,1,1,3,98
Defend,6,1,1,4,97
Defend,6,1,1,5,100
Defend,6,2,1,1,100
Defend,6,2,1,2,99
Defend,6,2,1,3,100
Defend,6,2,1,4,100
Defend,6,2,1,5,100
Defend,6,3,1,1,100
Defend,6,3,1,2,100
Defend,6,3,1,3,100
Defend,6,3,1,4,100
Defend,6,3,1,5,100
Defend,6,4,1,1,100
Defend,6,4,1,2,100
Defend,6,4,1,3,100
Defend,6,4,1,4,100
Defend,6,4,1,5,100
Defend,6,5,1,1,100
Defend,6,5,1,2,100
Defend,6,5,1,3,100
Defend,6,5,1,4,100
Defend,6,5,1,5,100
Defend,6,1,2,1,96
Defend,6,1,2,2,98
Defend,6,1,2,3,100
Defend,6,1,2,4,96
Defend,6,1,2,5,92
Defend,6,2,2,1,97
Defend,6,2,2,2,100
Defend,6,2,2,3,97
Defend,6,2,2,4,100
Defend,6,2,2,5,100
Defend,6,3,2,1,99
Defend,6,3,2,2,97
Defend,6,3,2,3,99
Defend,6,3,2,4,98
Defend,6,3,2,5,100
Defend,6,4,2,1,99
Defend,6,4,2,2,100
Defend,6,4,2,3,98
Defend,6,4,2,4,100
Defend,6,4,2,5,100
Defend,6,5,2,1,100
Defend,6,5,2,2,100
Defend,6,5,2,3,100
Defend,6,5,2,4,100
Defend,6,5,2,5,100
Defend,6,1,3,1,94
Defend,6,1,3,2,99
Defend,6,1,3,3,95
Defend,6,1,3,4,93
Defend,6,1,3,5,88
Defend,6,2,3,1,97
Defend,6,2,3,2,96
Defend,6,2,3,3,99
Defend,6,2,3,4,94
Defend,6,2,3,5,97
Defend,6,3,3,1,99
Defend,6,3,3,2,97
Defend,6,3,3,3,97
Defend,6,3,3,4,96
Defend,6,3,3,5,93
Defend,6,4,3,1,94
Defend,6,4,3,2,94
Defend,6,4,3,3,98
Defend,6,4,3,4,92
Defend,6,4,3,5,97
Defend,6,5,3,1,97
Defend,6,5,3,2,98
Defend,6,5,3,3,100
Defend,6,5,3,4,99
Defend,6,5,3,5,97
Defend,6,1,4,1,92
Defend,6,1,4,2,94
Defend,6,1,4,3,91
Defend,6,1,4,4,87
Defend,6,1,4,5,95
Defend,6,2,4,1,91
Defend,6,2,4,2,94
Defend,6,2,4,3,94
Defend,6,2,4,4,100
Defend,6,2,4,5,94
Defend,6,3,4,1,90
Defend,6,3,4,2,99
Defend,6,3,4,3,97
Defend,6,3,4,4,91
Defend,6,3,4,5,93
Defend,6,4,4,1,95
Defend,6,4,4,2,95
Defend,6,4,4,3,95
Defend,6,4,4,4,90
Defend,6,4,4,5,91
Defend,6,5,4,1,91
Defend,6,5,4,2,99
Defend,6,5,4,3,96
Defend,6,5,4,4,91
Defend,6,5,4,5,95
Defend,6,1,5,1,88
Defend,6,1,5,2,92
Defend,6,1,5,3,89
Defend,6,1,5,4,89
Defend,6,1,5,5,86
Defend,6,2,5,1,84
Defend,6,2,5,2,90
Defend,6,2,5,3,90
Defend,6,2,5,4,98
Defend,6,2,5,5,88
Defend,6,3,5,1,91
Defend,6,3,5,2,90
Defend,6,3,5,3,92
Defend,6,3,5,4,85
Defend,6,3,5,5,96
Defend,6,4,5,1,83
Defend,6,4,5,2,96
Defend,6,4,5,3,92
Defend,6,4,5,4,89
Defend,6,4,5,5,93
Defend,6,5,5,1,93
Defend,6,5,5,2,95
Defend,6,5,5,3,93
Defend,6,5,5,4,94
Defend,6,5,5,5,93
